district,date,day_of_week,month,is_weekend,is_holiday,holiday_name,holiday_proximity,season,district_type,waste_kg
Kirtipur,2025-09-25,3,9,0,0,,3,monsoon,residential,1406.2
Imadol,2025-09-25,3,9,0,0,,3,monsoon,residential,1258.6
Lubhu,2025-09-25,3,9,0,0,,3,monsoon,suburban,648.1
Godawari,2025-09-25,3,9,0,0,,3,monsoon,rural,366.3
Dakshinkali,2025-09-25,3,9,0,0,,3,monsoon,rural,228.0
Bhaktapur,2025-09-25,3,9,0,0,,3,monsoon,commercial,2055.5
Madhyapur Thimi,2025-09-25,3,9,0,0,,3,monsoon,residential,1707.1
Suryabinayak,2025-09-25,3,9,0,0,,3,monsoon,suburban,871.5
Changunarayan,2025-09-25,3,9,0,0,,3,monsoon,rural,446.3
Nagarkot,2025-09-25,3,9,0,0,,3,monsoon,rural,205.0
Kathmandu-Core,2025-09-26,4,9,0,0,,3,monsoon,commercial,3391.9
Baneshwor,2025-09-26,4,9,0,0,,3,monsoon,commercial,2788.4
Koteshwor,2025-09-26,4,9,0,0,,3,monsoon,commercial,2868.3
Balaju,2025-09-26,4,9,0,0,,3,monsoon,residential,1491.7
Maharajgunj,2025-09-26,4,9,0,0,,3,monsoon,residential,1527.3
Budhanilkantha,2025-09-26,4,9,0,0,,3,monsoon,suburban,1154.0
Tokha,2025-09-26,4,9,0,0,,3,monsoon,suburban,569.3
Chandragiri,2025-09-26,4,9,0,0,,3,monsoon,rural,448.5
Lalitpur,2025-09-26,4,9,0,0,,3,monsoon,commercial,3295.7
Satdobato,2025-09-26,4,9,0,0,,3,monsoon,commercial,2311.8
Kirtipur,2025-09-26,4,9,0,0,,3,monsoon,residential,1464.8
Imadol,2025-09-26,4,9,0,0,,3,monsoon,residential,1358.9
Lubhu,2025-09-26,4,9,0,0,,3,monsoon,suburban,696.2
Godawari,2025-09-26,4,9,0,0,,3,monsoon,rural,405.4
Dakshinkali,2025-09-26,4,9,0,0,,3,monsoon,rural,279.2
Bhaktapur,2025-09-26,4,9,0,0,,3,monsoon,commercial,2412.1
Madhyapur Thimi,2025-09-26,4,9,0,0,,3,monsoon,residential,2002.9
Suryabinayak,2025-09-26,4,9,0,0,,3,monsoon,suburban,874.4
Changunarayan,2025-09-26,4,9,0,0,,3,monsoon,rural,357.3
Nagarkot,2025-09-26,4,9,0,0,,3,monsoon,rural,202.6
Kathmandu-Core,2025-09-27,5,9,1,0,,2,monsoon,commercial,4443.8
Baneshwor,2025-09-27,5,9,1,0,,2,monsoon,commercial,4258.0
Koteshwor,2025-09-27,5,9,1,0,,2,monsoon,commercial,3493.8
Balaju,2025-09-27,5,9,1,0,,2,monsoon,residential,3201.1
Maharajgunj,2025-09-27,5,9,1,0,,2,monsoon,residential,3328.5
Budhanilkantha,2025-09-27,5,9,1,0,,2,monsoon,suburban,1977.5
Tokha,2025-09-27,5,9,1,0,,2,monsoon,suburban,1370.6
Chandragiri,2025-09-27,5,9,1,0,,2,monsoon,rural,670.6
Lalitpur,2025-09-27,5,9,1,0,,2,monsoon,commercial,5634.0
Satdobato,2025-09-27,5,9,1,0,,2,monsoon,commercial,3921.9
Kirtipur,2025-09-27,5,9,1,0,,2,monsoon,residential,2980.6
Imadol,2025-09-27,5,9,1,0,,2,monsoon,residential,2906.2
Lubhu,2025-09-27,5,9,1,0,,2,monsoon,suburban,1289.2
Godawari,2025-09-27,5,9,1,0,,2,monsoon,rural,854.7
Dakshinkali,2025-09-27,5,9,1,0,,2,monsoon,rural,645.7
Bhaktapur,2025-09-27,5,9,1,0,,2,monsoon,commercial,3945.7
Madhyapur Thimi,2025-09-27,5,9,1,0,,2,monsoon,residential,3234.2
Suryabinayak,2025-09-27,5,9,1,0,,2,monsoon,suburban,1370.7
Changunarayan,2025-09-27,5,9,1,0,,2,monsoon,rural,1056.6
Nagarkot,2025-09-27,5,9,1,0,,2,monsoon,rural,415.5
Kathmandu-Core,2025-09-28,6,9,1,0,,1,monsoon,commercial,3802.5
Baneshwor,2025-09-28,6,9,1,0,,1,monsoon,commercial,3911.9
Koteshwor,2025-09-28,6,9,1,0,,1,monsoon,commercial,3516.0
Balaju,2025-09-28,6,9,1,0,,1,monsoon,residential,3504.7
Maharajgunj,2025-09-28,6,9,1,0,,1,monsoon,residential,3395.2
Budhanilkantha,2025-09-28,6,9,1,0,,1,monsoon,suburban,1989.5
Tokha,2025-09-28,6,9,1,0,,1,monsoon,suburban,1625.8
Chandragiri,2025-09-28,6,9,1,0,,1,monsoon,rural,769.1
Lalitpur,2025-09-28,6,9,1,0,,1,monsoon,commercial,4359.6
Satdobato,2025-09-28,6,9,1,0,,1,monsoon,commercial,3760.4
Kirtipur,2025-09-28,6,9,1,0,,1,monsoon,residential,2429.8
Imadol,2025-09-28,6,9,1,0,,1,monsoon,residential,2811.9
Lubhu,2025-09-28,6,9,1,0,,1,monsoon,suburban,1079.8
Godawari,2025-09-28,6,9,1,0,,1,monsoon,rural,963.7
Dakshinkali,2025-09-28,6,9,1,0,,1,monsoon,rural,602.8
Bhaktapur,2025-09-28,6,9,1,0,,1,monsoon,commercial,3816.4
Madhyapur Thimi,2025-09-28,6,9,1,0,,1,monsoon,residential,2976.0
Suryabinayak,2025-09-28,6,9,1,0,,1,monsoon,suburban,1533.4
Changunarayan,2025-09-28,6,9,1,0,,1,monsoon,rural,1091.2
Nagarkot,2025-09-28,6,9,1,0,,1,monsoon,rural,521.3
Kathmandu-Core,2025-09-29,0,9,0,1,Fulpati,0,monsoon,commercial,5742.4
Baneshwor,2025-09-29,0,9,0,1,Fulpati,0,monsoon,commercial,7105.7
Koteshwor,2025-09-29,0,9,0,1,Fulpati,0,monsoon,commercial,6661.3
Balaju,2025-09-29,0,9,0,1,Fulpati,0,monsoon,residential,3909.7
Maharajgunj,2025-09-29,0,9,0,1,Fulpati,0,monsoon,residential,3900.5
Budhanilkantha,2025-09-29,0,9,0,1,Fulpati,0,monsoon,suburban,2128.0
Tokha,2025-09-29,0,9,0,1,Fulpati,0,monsoon,suburban,2197.0
Chandragiri,2025-09-29,0,9,0,1,Fulpati,0,monsoon,rural,907.3
Lalitpur,2025-09-29,0,9,0,1,Fulpati,0,monsoon,commercial,6464.9
Satdobato,2025-09-29,0,9,0,1,Fulpati,0,monsoon,commercial,4877.2
Kirtipur,2025-09-29,0,9,0,1,Fulpati,0,monsoon,residential,2803.6
Imadol,2025-09-29,0,9,0,1,Fulpati,0,monsoon,residential,3716.6
Lubhu,2025-09-29,0,9,0,1,Fulpati,0,monsoon,suburban,1372.2
Godawari,2025-09-29,0,9,0,1,Fulpati,0,monsoon,rural,911.7
Dakshinkali,2025-09-29,0,9,0,1,Fulpati,0,monsoon,rural,529.1
Bhaktapur,2025-09-29,0,9,0,1,Fulpati,0,monsoon,commercial,4457.4
Madhyapur Thimi,2025-09-29,0,9,0,1,Fulpati,0,monsoon,residential,3952.5
Suryabinayak,2025-09-29,0,9,0,1,Fulpati,0,monsoon,suburban,1760.8
Changunarayan,2025-09-29,0,9,0,1,Fulpati,0,monsoon,rural,1009.0
Nagarkot,2025-09-29,0,9,0,1,Fulpati,0,monsoon,rural,460.1
Kathmandu-Core,2025-09-30,1,9,0,1,Maha Ashtami,0,monsoon,commercial,8458.6
Baneshwor,2025-09-30,1,9,0,1,Maha Ashtami,0,monsoon,commercial,7371.4
Koteshwor,2025-09-30,1,9,0,1,Maha Ashtami,0,monsoon,commercial,5701.7
Balaju,2025-09-30,1,9,0,1,Maha Ashtami,0,monsoon,residential,4298.4
Maharajgunj,2025-09-30,1,9,0,1,Maha Ashtami,0,monsoon,residential,4047.2
Budhanilkantha,2025-09-30,1,9,0,1,Maha Ashtami,0,monsoon,suburban,2410.8
Tokha,2025-09-30,1,9,0,1,Maha Ashtami,0,monsoon,suburban,1873.2
Chandragiri,2025-09-30,1,9,0,1,Maha Ashtami,0,monsoon,rural,1080.1
Lalitpur,2025-09-30,1,9,0,1,Maha Ashtami,0,monsoon,commercial,6492.7
Satdobato,2025-09-30,1,9,0,1,Maha Ashtami,0,monsoon,commercial,5486.8
Kirtipur,2025-09-30,1,9,0,1,Maha Ashtami,0,monsoon,residential,4119.1
Imadol,2025-09-30,1,9,0,1,Maha Ashtami,0,monsoon,residential,3337.8
Lubhu,2025-09-30,1,9,0,1,Maha Ashtami,0,monsoon,suburban,1824.6
Godawari,2025-09-30,1,9,0,1,Maha Ashtami,0,monsoon,rural,1016.1
Dakshinkali,2025-09-30,1,9,0,1,Maha Ashtami,0,monsoon,rural,691.0
Bhaktapur,2025-09-30,1,9,0,1,Maha Ashtami,0,monsoon,commercial,5116.5
Madhyapur Thimi,2025-09-30,1,9,0,1,Maha Ashtami,0,monsoon,residential,3444.3
Suryabinayak,2025-09-30,1,9,0,1,Maha Ashtami,0,monsoon,suburban,2370.2
Changunarayan,2025-09-30,1,9,0,1,Maha Ashtami,0,monsoon,rural,694.5
Nagarkot,2025-09-30,1,9,0,1,Maha Ashtami,0,monsoon,rural,495.3
Kathmandu-Core,2025-10-01,2,10,0,1,Maha Navami,0,autumn,commercial,14708.7
Baneshwor,2025-10-01,2,10,0,1,Maha Navami,0,autumn,commercial,8656.1
Koteshwor,2025-10-01,2,10,0,1,Maha Navami,0,autumn,commercial,10243.9
Balaju,2025-10-01,2,10,0,1,Maha Navami,0,autumn,residential,5808.3
Maharajgunj,2025-10-01,2,10,0,1,Maha Navami,0,autumn,residential,5495.5
Budhanilkantha,2025-10-01,2,10,0,1,Maha Navami,0,autumn,suburban,3841.6
Tokha,2025-10-01,2,10,0,1,Maha Navami,0,autumn,suburban,2943.3
Chandragiri,2025-10-01,2,10,0,1,Maha Navami,0,autumn,rural,1303.9
Lalitpur,2025-10-01,2,10,0,1,Maha Navami,0,autumn,commercial,9644.9
Satdobato,2025-10-01,2,10,0,1,Maha Navami,0,autumn,commercial,9634.5
Kirtipur,2025-10-01,2,10,0,1,Maha Navami,0,autumn,residential,5453.8
Imadol,2025-10-01,2,10,0,1,Maha Navami,0,autumn,residential,5565.0
Lubhu,2025-10-01,2,10,0,1,Maha Navami,0,autumn,suburban,3110.0
Godawari,2025-10-01,2,10,0,1,Maha Navami,0,autumn,rural,1378.5
Dakshinkali,2025-10-01,2,10,0,1,Maha Navami,0,autumn,rural,1495.0
Bhaktapur,2025-10-01,2,10,0,1,Maha Navami,0,autumn,commercial,9227.0
Madhyapur Thimi,2025-10-01,2,10,0,1,Maha Navami,0,autumn,residential,5085.8
Suryabinayak,2025-10-01,2,10,0,1,Maha Navami,0,autumn,suburban,2922.0
Changunarayan,2025-10-01,2,10,0,1,Maha Navami,0,autumn,rural,1153.0
Nagarkot,2025-10-01,2,10,0,1,Maha Navami,0,autumn,rural,1200.3
Kathmandu-Core,2025-10-02,3,10,0,1,Vijaya Dashami,0,autumn,commercial,15413.4
Baneshwor,2025-10-02,3,10,0,1,Vijaya Dashami,0,autumn,commercial,9088.7
Koteshwor,2025-10-02,3,10,0,1,Vijaya Dashami,0,autumn,commercial,9507.7
Balaju,2025-10-02,3,10,0,1,Vijaya Dashami,0,autumn,residential,6397.6
Maharajgunj,2025-10-02,3,10,0,1,Vijaya Dashami,0,autumn,residential,5087.4
Budhanilkantha,2025-10-02,3,10,0,1,Vijaya Dashami,0,autumn,suburban,2723.4
Tokha,2025-10-02,3,10,0,1,Vijaya Dashami,0,autumn,suburban,2802.4
Chandragiri,2025-10-02,3,10,0,1,Vijaya Dashami,0,autumn,rural,1658.5
Lalitpur,2025-10-02,3,10,0,1,Vijaya Dashami,0,autumn,commercial,10415.8
Satdobato,2025-10-02,3,10,0,1,Vijaya Dashami,0,autumn,commercial,8855.5
Kirtipur,2025-10-02,3,10,0,1,Vijaya Dashami,0,autumn,residential,6062.7
Imadol,2025-10-02,3,10,0,1,Vijaya Dashami,0,autumn,residential,4432.7
Lubhu,2025-10-02,3,10,0,1,Vijaya Dashami,0,autumn,suburban,2640.4
Godawari,2025-10-02,3,10,0,1,Vijaya Dashami,0,autumn,rural,1562.9
Dakshinkali,2025-10-02,3,10,0,1,Vijaya Dashami,0,autumn,rural,1226.5
Bhaktapur,2025-10-02,3,10,0,1,Vijaya Dashami,0,autumn,commercial,8521.7
Madhyapur Thimi,2025-10-02,3,10,0,1,Vijaya Dashami,0,autumn,residential,5816.5
Suryabinayak,2025-10-02,3,10,0,1,Vijaya Dashami,0,autumn,suburban,3370.3
Changunarayan,2025-10-02,3,10,0,1,Vijaya Dashami,0,autumn,rural,1367.1
Nagarkot,2025-10-02,3,10,0,1,Vijaya Dashami,0,autumn,rural,1158.8
Kathmandu-Core,2025-10-03,4,10,0,1,Ekadashi,0,autumn,commercial,16372.8
Baneshwor,2025-10-03,4,10,0,1,Ekadashi,0,autumn,commercial,10208.5
Koteshwor,2025-10-03,4,10,0,1,Ekadashi,0,autumn,commercial,10802.3
Balaju,2025-10-03,4,10,0,1,Ekadashi,0,autumn,residential,7357.5
Maharajgunj,2025-10-03,4,10,0,1,Ekadashi,0,autumn,residential,5803.4
Budhanilkantha,2025-10-03,4,10,0,1,Ekadashi,0,autumn,suburban,3941.3
Tokha,2025-10-03,4,10,0,1,Ekadashi,0,autumn,suburban,3165.8
Chandragiri,2025-10-03,4,10,0,1,Ekadashi,0,autumn,rural,1534.8
Lalitpur,2025-10-03,4,10,0,1,Ekadashi,0,autumn,commercial,12449.1
Satdobato,2025-10-03,4,10,0,1,Ekadashi,0,autumn,commercial,8085.3
Kirtipur,2025-10-03,4,10,0,1,Ekadashi,0,autumn,residential,6218.9
Imadol,2025-10-03,4,10,0,1,Ekadashi,0,autumn,residential,4567.9
Lubhu,2025-10-03,4,10,0,1,Ekadashi,0,autumn,suburban,2740.4
Godawari,2025-10-03,4,10,0,1,Ekadashi,0,autumn,rural,1808.2
Dakshinkali,2025-10-03,4,10,0,1,Ekadashi,0,autumn,rural,1316.0
Bhaktapur,2025-10-03,4,10,0,1,Ekadashi,0,autumn,commercial,8648.9
Madhyapur Thimi,2025-10-03,4,10,0,1,Ekadashi,0,autumn,residential,5453.7
Suryabinayak,2025-10-03,4,10,0,1,Ekadashi,0,autumn,suburban,3169.9
Changunarayan,2025-10-03,4,10,0,1,Ekadashi,0,autumn,rural,1788.6
Nagarkot,2025-10-03,4,10,0,1,Ekadashi,0,autumn,rural,1133.5
Kathmandu-Core,2025-10-04,5,10,1,1,Dwadashi,0,autumn,commercial,9884.3
Baneshwor,2025-10-04,5,10,1,1,Dwadashi,0,autumn,commercial,7832.3
Koteshwor,2025-10-04,5,10,1,1,Dwadashi,0,autumn,commercial,9094.8
Balaju,2025-10-04,5,10,1,1,Dwadashi,0,autumn,residential,7115.0
Maharajgunj,2025-10-04,5,10,1,1,Dwadashi,0,autumn,residential,7962.3
Budhanilkantha,2025-10-04,5,10,1,1,Dwadashi,0,autumn,suburban,3811.7
Tokha,2025-10-04,5,10,1,1,Dwadashi,0,autumn,suburban,3851.0
Chandragiri,2025-10-04,5,10,1,1,Dwadashi,0,autumn,rural,1556.9
Lalitpur,2025-10-04,5,10,1,1,Dwadashi,0,autumn,commercial,7976.3
Satdobato,2025-10-04,5,10,1,1,Dwadashi,0,autumn,commercial,6868.5
Kirtipur,2025-10-04,5,10,1,1,Dwadashi,0,autumn,residential,7096.1
Imadol,2025-10-04,5,10,1,1,Dwadashi,0,autumn,residential,6571.9
Lubhu,2025-10-04,5,10,1,1,Dwadashi,0,autumn,suburban,2532.2
Godawari,2025-10-04,5,10,1,1,Dwadashi,0,autumn,rural,1561.8
Dakshinkali,2025-10-04,5,10,1,1,Dwadashi,0,autumn,rural,1235.9
Bhaktapur,2025-10-04,5,10,1,1,Dwadashi,0,autumn,commercial,7919.9
Madhyapur Thimi,2025-10-04,5,10,1,1,Dwadashi,0,autumn,residential,7182.6
Suryabinayak,2025-10-04,5,10,1,1,Dwadashi,0,autumn,suburban,3636.8
Changunarayan,2025-10-04,5,10,1,1,Dwadashi,0,autumn,rural,1899.9
Nagarkot,2025-10-04,5,10,1,1,Dwadashi,0,autumn,rural,1088.4
Kathmandu-Core,2025-10-05,6,10,1,0,,1,autumn,commercial,9475.9
Baneshwor,2025-10-05,6,10,1,0,,1,autumn,commercial,6161.7
Koteshwor,2025-10-05,6,10,1,0,,1,autumn,commercial,6739.8
Balaju,2025-10-05,6,10,1,0,,1,autumn,residential,4323.0
Maharajgunj,2025-10-05,6,10,1,0,,1,autumn,residential,4449.9
Budhanilkantha,2025-10-05,6,10,1,0,,1,autumn,suburban,2827.9
Tokha,2025-10-05,6,10,1,0,,1,autumn,suburban,2366.4
Chandragiri,2025-10-05,6,10,1,0,,1,autumn,rural,1328.3
Lalitpur,2025-10-05,6,10,1,0,,1,autumn,commercial,7499.5
Satdobato,2025-10-05,6,10,1,0,,1,autumn,commercial,4938.1
Kirtipur,2025-10-05,6,10,1,0,,1,autumn,residential,4577.1
Imadol,2025-10-05,6,10,1,0,,1,autumn,residential,3961.5
Lubhu,2025-10-05,6,10,1,0,,1,autumn,suburban,2068.0
Godawari,2025-10-05,6,10,1,0,,1,autumn,rural,1200.6
Dakshinkali,2025-10-05,6,10,1,0,,1,autumn,rural,876.9
Bhaktapur,2025-10-05,6,10,1,0,,1,autumn,commercial,6134.2
Madhyapur Thimi,2025-10-05,6,10,1,0,,1,autumn,residential,3495.9
Suryabinayak,2025-10-05,6,10,1,0,,1,autumn,suburban,2800.4
Changunarayan,2025-10-05,6,10,1,0,,1,autumn,rural,1501.9
Nagarkot,2025-10-05,6,10,1,0,,1,autumn,rural,1037.2
Kathmandu-Core,2025-10-06,0,10,0,1,Kojagrat Purnima,0,autumn,commercial,7645.9
Baneshwor,2025-10-06,0,10,0,1,Kojagrat Purnima,0,autumn,commercial,4389.4
Koteshwor,2025-10-06,0,10,0,1,Kojagrat Purnima,0,autumn,commercial,4885.3
Balaju,2025-10-06,0,10,0,1,Kojagrat Purnima,0,autumn,residential,3679.0
Maharajgunj,2025-10-06,0,10,0,1,Kojagrat Purnima,0,autumn,residential,3330.8
Budhanilkantha,2025-10-06,0,10,0,1,Kojagrat Purnima,0,autumn,suburban,1913.9
Tokha,2025-10-06,0,10,0,1,Kojagrat Purnima,0,autumn,suburban,1711.3
Chandragiri,2025-10-06,0,10,0,1,Kojagrat Purnima,0,autumn,rural,984.6
Lalitpur,2025-10-06,0,10,0,1,Kojagrat Purnima,0,autumn,commercial,6317.5
Satdobato,2025-10-06,0,10,0,1,Kojagrat Purnima,0,autumn,commercial,4539.2
Kirtipur,2025-10-06,0,10,0,1,Kojagrat Purnima,0,autumn,residential,3297.4
Imadol,2025-10-06,0,10,0,1,Kojagrat Purnima,0,autumn,residential,2486.5
Lubhu,2025-10-06,0,10,0,1,Kojagrat Purnima,0,autumn,suburban,1239.4
Godawari,2025-10-06,0,10,0,1,Kojagrat Purnima,0,autumn,rural,743.6
Dakshinkali,2025-10-06,0,10,0,1,Kojagrat Purnima,0,autumn,rural,628.1
Bhaktapur,2025-10-06,0,10,0,1,Kojagrat Purnima,0,autumn,commercial,5869.5
Madhyapur Thimi,2025-10-06,0,10,0,1,Kojagrat Purnima,0,autumn,residential,3260.9
Suryabinayak,2025-10-06,0,10,0,1,Kojagrat Purnima,0,autumn,suburban,1762.4
Changunarayan,2025-10-06,0,10,0,1,Kojagrat Purnima,0,autumn,rural,766.3
Nagarkot,2025-10-06,0,10,0,1,Kojagrat Purnima,0,autumn,rural,627.6
Kathmandu-Core,2025-10-07,1,10,0,0,,1,autumn,commercial,6201.2
Baneshwor,2025-10-07,1,10,0,0,,1,autumn,commercial,5317.4
Koteshwor,2025-10-07,1,10,0,0,,1,autumn,commercial,5985.9
Balaju,2025-10-07,1,10,0,0,,1,autumn,residential,3489.8
Maharajgunj,2025-10-07,1,10,0,0,,1,autumn,residential,2405.8
Budhanilkantha,2025-10-07,1,10,0,0,,1,autumn,suburban,1413.1
Tokha,2025-10-07,1,10,0,0,,1,autumn,suburban,1483.5
Chandragiri,2025-10-07,1,10,0,0,,1,autumn,rural,766.5
Lalitpur,2025-10-07,1,10,0,0,,1,autumn,commercial,6123.1
Satdobato,2025-10-07,1,10,0,0,,1,autumn,commercial,4507.7
Kirtipur,2025-10-07,1,10,0,0,,1,autumn,residential,2744.4
Imadol,2025-10-07,1,10,0,0,,1,autumn,residential,2189.1
Lubhu,2025-10-07,1,10,0,0,,1,autumn,suburban,1626.7
Godawari,2025-10-07,1,10,0,0,,1,autumn,rural,971.8
Dakshinkali,2025-10-07,1,10,0,0,,1,autumn,rural,578.0
Bhaktapur,2025-10-07,1,10,0,0,,1,autumn,commercial,4986.7
Madhyapur Thimi,2025-10-07,1,10,0,0,,1,autumn,residential,3025.0
Suryabinayak,2025-10-07,1,10,0,0,,1,autumn,suburban,1593.3
Changunarayan,2025-10-07,1,10,0,0,,1,autumn,rural,740.1
Nagarkot,2025-10-07,1,10,0,0,,1,autumn,rural,455.1
Kathmandu-Core,2025-10-08,2,10,0,0,,2,autumn,commercial,5810.7
Baneshwor,2025-10-08,2,10,0,0,,2,autumn,commercial,5643.7
Koteshwor,2025-10-08,2,10,0,0,,2,autumn,commercial,4766.0
Balaju,2025-10-08,2,10,0,0,,2,autumn,residential,2302.3
Maharajgunj,2025-10-08,2,10,0,0,,2,autumn,residential,3149.6
Budhanilkantha,2025-10-08,2,10,0,0,,2,autumn,suburban,1785.8
Tokha,2025-10-08,2,10,0,0,,2,autumn,suburban,1736.6
Chandragiri,2025-10-08,2,10,0,0,,2,autumn,rural,937.2
Lalitpur,2025-10-08,2,10,0,0,,2,autumn,commercial,4673.0
Satdobato,2025-10-08,2,10,0,0,,2,autumn,commercial,3285.0
Kirtipur,2025-10-08,2,10,0,0,,2,autumn,residential,2458.7
Imadol,2025-10-08,2,10,0,0,,2,autumn,residential,2212.6
Lubhu,2025-10-08,2,10,0,0,,2,autumn,suburban,1497.8
Godawari,2025-10-08,2,10,0,0,,2,autumn,rural,746.7
Dakshinkali,2025-10-08,2,10,0,0,,2,autumn,rural,679.4
Bhaktapur,2025-10-08,2,10,0,0,,2,autumn,commercial,4023.4
Madhyapur Thimi,2025-10-08,2,10,0,0,,2,autumn,residential,3336.3
Suryabinayak,2025-10-08,2,10,0,0,,2,autumn,suburban,1786.8
Changunarayan,2025-10-08,2,10,0,0,,2,autumn,rural,623.1
Nagarkot,2025-10-08,2,10,0,0,,2,autumn,rural,606.3
Kathmandu-Core,2025-10-09,3,10,0,0,,3,autumn,commercial,5233.0
Baneshwor,2025-10-09,3,10,0,0,,3,autumn,commercial,4334.8
Koteshwor,2025-10-09,3,10,0,0,,3,autumn,commercial,3504.2
Balaju,2025-10-09,3,10,0,0,,3,autumn,residential,2917.2
Maharajgunj,2025-10-09,3,10,0,0,,3,autumn,residential,1972.7
Budhanilkantha,2025-10-09,3,10,0,0,,3,autumn,suburban,1517.8
Tokha,2025-10-09,3,10,0,0,,3,autumn,suburban,1263.2
Chandragiri,2025-10-09,3,10,0,0,,3,autumn,rural,609.3
Lalitpur,2025-10-09,3,10,0,0,,3,autumn,commercial,5410.1
Satdobato,2025-10-09,3,10,0,0,,3,autumn,commercial,3545.9
Kirtipur,2025-10-09,3,10,0,0,,3,autumn,residential,2232.4
Imadol,2025-10-09,3,10,0,0,,3,autumn,residential,1502.8
Lubhu,2025-10-09,3,10,0,0,,3,autumn,suburban,1298.0
Godawari,2025-10-09,3,10,0,0,,3,autumn,rural,490.5
Dakshinkali,2025-10-09,3,10,0,0,,3,autumn,rural,516.6
Bhaktapur,2025-10-09,3,10,0,0,,3,autumn,commercial,3240.7
Madhyapur Thimi,2025-10-09,3,10,0,0,,3,autumn,residential,2129.2
Suryabinayak,2025-10-09,3,10,0,0,,3,autumn,suburban,1384.7
Changunarayan,2025-10-09,3,10,0,0,,3,autumn,rural,710.5
Nagarkot,2025-10-09,3,10,0,0,,3,autumn,rural,341.1
Kathmandu-Core,2025-10-10,4,10,0,0,,4,autumn,commercial,6320.4
Baneshwor,2025-10-10,4,10,0,0,,4,autumn,commercial,5031.9
Koteshwor,2025-10-10,4,10,0,0,,4,autumn,commercial,3747.5
Balaju,2025-10-10,4,10,0,0,,4,autumn,residential,3256.6
Maharajgunj,2025-10-10,4,10,0,0,,4,autumn,residential,2049.7
Budhanilkantha,2025-10-10,4,10,0,0,,4,autumn,suburban,1378.7
Tokha,2025-10-10,4,10,0,0,,4,autumn,suburban,1313.4
Chandragiri,2025-10-10,4,10,0,0,,4,autumn,rural,668.9
Lalitpur,2025-10-10,4,10,0,0,,4,autumn,commercial,4869.0
Satdobato,2025-10-10,4,10,0,0,,4,autumn,commercial,3833.8
Kirtipur,2025-10-10,4,10,0,0,,4,autumn,residential,2185.4
Imadol,2025-10-10,4,10,0,0,,4,autumn,residential,2185.7
Lubhu,2025-10-10,4,10,0,0,,4,autumn,suburban,1087.2
Godawari,2025-10-10,4,10,0,0,,4,autumn,rural,638.3
Dakshinkali,2025-10-10,4,10,0,0,,4,autumn,rural,565.1
Bhaktapur,2025-10-10,4,10,0,0,,4,autumn,commercial,4351.5
Madhyapur Thimi,2025-10-10,4,10,0,0,,4,autumn,residential,2718.3
Suryabinayak,2025-10-10,4,10,0,0,,4,autumn,suburban,1177.8
Changunarayan,2025-10-10,4,10,0,0,,4,autumn,rural,726.1
Nagarkot,2025-10-10,4,10,0,0,,4,autumn,rural,388.9
Kathmandu-Core,2025-10-11,5,10,1,0,,5,autumn,commercial,3722.4
Baneshwor,2025-10-11,5,10,1,0,,5,autumn,commercial,3611.9
Koteshwor,2025-10-11,5,10,1,0,,5,autumn,commercial,3137.1
Balaju,2025-10-11,5,10,1,0,,5,autumn,residential,3185.5
Maharajgunj,2025-10-11,5,10,1,0,,5,autumn,residential,2777.3
Budhanilkantha,2025-10-11,5,10,1,0,,5,autumn,suburban,1171.4
Tokha,2025-10-11,5,10,1,0,,5,autumn,suburban,1139.3
Chandragiri,2025-10-11,5,10,1,0,,5,autumn,rural,597.6
Lalitpur,2025-10-11,5,10,1,0,,5,autumn,commercial,3714.7
Satdobato,2025-10-11,5,10,1,0,,5,autumn,commercial,3347.4
Kirtipur,2025-10-11,5,10,1,0,,5,autumn,residential,2411.8
Imadol,2025-10-11,5,10,1,0,,5,autumn,residential,2017.5
Lubhu,2025-10-11,5,10,1,0,,5,autumn,suburban,1292.2
Godawari,2025-10-11,5,10,1,0,,5,autumn,rural,478.4
Dakshinkali,2025-10-11,5,10,1,0,,5,autumn,rural,660.3
Bhaktapur,2025-10-11,5,10,1,0,,5,autumn,commercial,3783.6
Madhyapur Thimi,2025-10-11,5,10,1,0,,5,autumn,residential,2620.2
Suryabinayak,2025-10-11,5,10,1,0,,5,autumn,suburban,1327.1
Changunarayan,2025-10-11,5,10,1,0,,5,autumn,rural,899.5
Nagarkot,2025-10-11,5,10,1,0,,5,autumn,rural,446.0
Kathmandu-Core,2025-10-12,6,10,1,0,,6,autumn,commercial,4404.9
Baneshwor,2025-10-12,6,10,1,0,,6,autumn,commercial,3873.8
Koteshwor,2025-10-12,6,10,1,0,,6,autumn,commercial,2838.7
Balaju,2025-10-12,6,10,1,0,,6,autumn,residential,2588.3
Maharajgunj,2025-10-12,6,10,1,0,,6,autumn,residential,2485.0
Budhanilkantha,2025-10-12,6,10,1,0,,6,autumn,suburban,1356.5
Tokha,2025-10-12,6,10,1,0,,6,autumn,suburban,1141.2
Chandragiri,2025-10-12,6,10,1,0,,6,autumn,rural,694.1
Lalitpur,2025-10-12,6,10,1,0,,6,autumn,commercial,4239.6
Satdobato,2025-10-12,6,10,1,0,,6,autumn,commercial,3043.5
Kirtipur,2025-10-12,6,10,1,0,,6,autumn,residential,2805.5
Imadol,2025-10-12,6,10,1,0,,6,autumn,residential,1911.2
